0;1;2;3;4;5
1601;5 июня 2020 года;Пресс-релиз;Информация о работе платежной системы Банка России 6, 14, 20 и 27 июня 2020 года;"Банк России сообщает, что в выходные дни 6, 14, 20 и 27 июня 2020 года платежная система Банка России будет работать в соответствии с графиком.
6, 14, 20 и 27 июня 2020 года кассовое обслуживание клиентов Банка России, прием распоряжений на бумажном носителе и прием распоряжений о списании и зачислении денежных средств по счетам, открытым в полевых учреждениях Банка России, не осуществляется.




При использовании материала ссылка на Пресс-службу Банка России обязательна.";https://www.cbr.ru/press/pr/?file=05062020_134500pr.htm
1602;5 июня 2020 года;Новость;Тенденции на рынке МФО: объемы выдач восстанавливаются, темп роста просроченной задолженности снижается;"Объемы выдач займов в микрофинансовых организациях (МФО) с конца марта и до начала мая стабильно сокращались, что было вызвано закрытием офисов в период действия ограничительных мер, а также ужесточением скоринговых моделей, чтобы минимизировать кредитный риск. Однако с середины мая, после начала постепенного снятия ограничений, объем выдач начал восстанавливаться, говорится в информационном материале Тенденции на рынке МФО, подготовленном по данным опроса крупнейших микрофинансовых компаний.
С начала введения ограничительных мер наблюдалось ухудшение качества портфеля МФО — рост просроченной задолженности (NPL) происходил практически во всех сегментах рынка. Однако со второй половины апреля, после того, как компании активно включились в процесс реструктуризации займов и предоставления заемщикам кредитных каникул, началось замедление темпов роста NPL. В результате в конце апреля показатель NPL90+ за неделю снизился сразу на 1,4 п.п., что также было связано с частичной продажей задолженности.
В итоге по сравнению с началом 2020 года показатель NPL90+ крупнейших компаний к концу второй декады мая вырос приблизительно на 5 процентных пунктов.
К середине мая в МФО поступило более 19 тыс. заявлений о предоставлении кредитных каникул и реструктуризации микрозаймов. Было одобрено около 16 тыс. заявлений. В настоящее время общее количество заявлений на реструктуризацию растет, но темпы роста снижаются. При этом рост в основном происходит за счет заемщиков, заявления которых не проходят по критериям антикризисного закона для получения кредитных каникул. Им предлагаются альтернативные решения, в том числе собственные программы МФО, а также прощение части долга.
Величина портфеля привлеченных МФО средств в указанный период оставалась стабильной, без существенного оттока — снижение портфеля составило около 3%. При этом объем банковского финансирования МФО вырос на 24,3%.
Объем погашения выданных займов за первую неделю после майских праздников значительно вырос (+26%) после длительного снижения — на отрицательную динамику возврата повлияли в том числе майские праздники.
Период ограничений отразился на численности МФО: с середины марта по 17 мая количество исключенных из реестра компаний в три раза превысило количество включенных. С начала года и до третьей декады мая государственный реестр покинули 90 МФО, причем половина из них пришлась на апрель-май. За это время число организаций, добровольно покинувших реестр, в три раза превысило число выведенных из него за нарушения.
К 21 мая 2020 года в реестре состояло 1684 МФО.";https://www.cbr.ru/press/event/?id=6816
1603;5 июня 2020 года;Пресс-релиз;Информация об операциях Банка России 24 июня и 1 июля 2020 года;"Банк России в связи с объявлением 24 июня и 1 июля 2020 года нерабочими днями не будет осуществлять в эти дни операции по предоставлению и абсорбированию ликвидности, а также сделки на внутреннем валютном рынке. При этом:

При использовании материала ссылка на Пресс-службу Банка России обязательна.";https://www.cbr.ru/press/pr/?file=05062020_095531pr.htm
1604;4 июня 2020 года;Новость;Мониторинг отраслевых финансовых потоков: постепенное оживление экономической активности продолжается;"Ослабление ограничительных мер и рост государственных расходов для поддержки экономики приводят к постепенному оживлению экономической активности, говорится в очередном выпуске еженедельного «Мониторинга отраслевых финансовых потоков».
Отмечается улучшение динамики входящих платежей в розничной торговле, что отражает планомерное открытие непродовольственных магазинов и торговых центров. На последней неделе мая существенно вырос объем входящих платежей из сектора государственного управления в отрасли инвестиционного спроса, отражая действие мер поддержки экономики.
Отклонение входящих потоков вниз от «нормального» уровня на рабочей неделе с 25 по 29 мая сократилось до 10,4% — с 14,6% неделей ранее. Наибольшее отклонение сохраняется в секторах, ориентированных на экспорт на фоне низкого внешнего спроса.";https://www.cbr.ru/press/event/?id=6813
1605;4 июня 2020 года;Новость;Определена методика расчета собственных средств микрокредитных компаний;"Собственные средства (капитал) микрокредитных компаний (МКК) должны составлять не менее 1 млн рублей — методика их определения и форма расчета установлены указанием, которое Банк России направил на регистрацию в Минюст РФ.
Нормативный акт вступит в силу и будет обязателен для выполнения МКК с 1 июля 2020 года в соответствии с последними изменениями в Федеральный закон «О микрофинансовой деятельности и микрофинансовых организациях», внесенными летом 2019 года.
Закон предусматривает, что собственные средства (капитал) МКК к 2024 году должны составлять не менее 5 млн рублей с ежегодным увеличением на 1 млн рублей от вступающего в силу в этом году требования к минимальному размеру в 1 млн рублей.
При определении порядка расчета собственных средств (капитала) МКК регулятор использовал упрощенный подход по сравнению с аналогичными требованиями к микрофинансовым компаниям (МФК).
«Наличие у МКК собственных средств в таком размере будет способствовать дальнейшему оздоровлению микрофинансового рынка и обеспечению финансовой устойчивости его участников, — отметил заместитель Председателя Банка России Владимир Чистюхин. — Это, в свою очередь, позволит повысить доверие потребителей к услугам микрофинансовых организаций, что является неотъемлемым условием дальнейшего развития микрофинансового рынка».";https://www.cbr.ru/press/event/?id=6812
1606;4 июня 2020 года;Новость;Банк России предлагает новые подходы в регулировании маркет-мейкерства;"Предлагаемые новации призваны снизить риски манипулирования рынком, которое может проводиться под прикрытием поддержания параметров биржевых торгов. Соответствующий проект указания опубликован на сайте Банка России.
Маркет-мейкерство — один из инструментов обеспечения ликвидности финансового рынка. Он предусматривает, что участники торгов (маркет-мейкеры) на основе договоров с организаторами торговли поддерживают цену, спрос, предложение и объем торгов определенными финансовыми инструментами, валютой или товаром. Однако в ходе проверок Банк России выявлял случаи, когда клиенты брокеров под видом маркет-мейкерства фактически манипулировали рынком.
В проекте указания уточняется, какие операции являются поддержанием параметров биржевых торгов по своей сути. Предлагается также ограничить круг клиентов, за счет которых могут совершаться маркет-мейкерские операции — если это физические лица, то они будут обязаны соответствовать требованиям, которые установит биржа.
Проект указания предусматривает, что маркет-мейкеры могут выполнять свои обязательства исключительно с помощью «пассивных» заявок, то есть таких, которые приводят к совершению сделок в случае последующего выставления заявок противоположной направленности.
Организаторы торговли будут обязаны ежедневно проверять корректность маркет-мейкерских заявок, в том числе на предмет наличия маркировки, указывающей на то, что они поданы в рамках обязательств маркет-мейкера.
Предполагается, что новые правила вступят в силу с апреля 2021 года.
Комментарии и предложения по проекту указания можно направлять в Банк России до 26 июня 2020 года. После их изучения Банк России намерен провести дополнительные обсуждения проекта с участниками рынка.";https://www.cbr.ru/press/event/?id=6811
1607;4 июня 2020 года;Пресс-релиз;Результаты мониторинга максимальных процентных ставок кредитных организаций;"Результаты мониторинга в мае 2020 года максимальных процентных ставок по вкладам1 в российских рублях десяти кредитных организаций2, привлекающих наибольший объем депозитов физических лиц:
I декада мая — 5,51%;
II декада мая — 5,40%;
III декада мая — 5,04%.
Сведения о динамике результатов мониторинга представлены на официальном сайте Банка России.

1 При определении максимальной процентной ставки по каждой кредитной организации:
— учитываются максимальные ставки по вкладам, доступным любому клиенту (в том числе потенциальному) без ограничений и предварительных условий. Вклады для выделенных категорий клиентов (пенсионеры, дети) и целей (на социальные и гуманитарные цели и т.п.) не рассматриваются;
— не учитываются ставки с капитализацией процентов по вкладу;
— не учитываются ставки, действующие при соблюдении определенных условий (регулярный оборот по банковской карте, постоянный неснижаемый остаток на банковской карте и т.п.);
— не рассматриваются комбинированные депозитные продукты, т.е. вклады с дополнительными условиями. Такими дополнительными условиями начисления повышенной процентной ставки могут быть, например, приобретение инвестиционных паев на определенную сумму, открытие инвестиционного счета, оформление программы инвестиционного или накопительного страхования жизни, подключение дополнительного пакета услуг и т.п.;
— не рассматриваются вклады, срок которых разделен на периоды с различными ставками.
Средняя максимальная процентная ставка рассчитывается как средняя арифметическая максимальных процентных ставок 10 кредитных организаций.

2 ПАО СБЕРБАНК (1481) — www.sberbank.ru, ПАО «СОВКОМБАНК» (963) — sovcombank.ru, Банк ВТБ (ПАО) (1000) — www.vtb.ru, АО «РАЙФФАЙЗЕНБАНК» (3292) — www.raiffeisen.ru, БАНК ГПБ (АО) (354) — www.gazprombank.ru, ПАО «МОСКОВСКИЙ КРЕДИТНЫЙ БАНК» (1978) — mkb.ru, АО «АЛЬФА-БАНК» (1326) — alfabank.ru, ПАО БАНК «ФК ОТКРЫТИЕ» (2209) — www.open.ru, ПАО «ПРОМСВЯЗЬБАНК» (3251) — www.psbank.ru, АО «РОССЕЛЬХОЗБАНК» (3349) — www.rshb.ru. Мониторинг проведен Департаментом обеспечения банковского надзора Банка России с использованием информации, представленной на указанных веб-сайтах. Публикуемый показатель является индикативным.



При использовании материала ссылка на Пресс-службу Банка России обязательна.";https://www.cbr.ru/press/pr/?file=04062020_153843pr.htm
1608;4 июня 2020 года;Пресс-релиз;Вышел очередной номер «Вестника Банка России»;"Вышел «Вестник Банка России» № 43 (2179) от 4 июня 2020 года.
В рубрике «Официальные документы» опубликовано Указание Банка России от 29.01.2020 № 5395-У «О порядке и сроках составления и представления в Банк России отчетов операторами инвестиционных платформ, формах отчетов операторов инвестиционных платформ и составе включаемых в них сведений» (вступает в силу с 1 октября 2020 года; официально опубликовано на сайте Банка России 30.04.2020).
В рубрике «Агентство по страхованию вкладов» размещены обобщенные данные отчета государственной корпорации «Агентство по страхованию вкладов» за 2019 год.

При использовании материала ссылка на Пресс-службу Банка России обязательна.";https://www.cbr.ru/press/pr/?file=04062020_110000pr.htm
1609;3 июня 2020 года;Новость;Деловая активность в российской экономике в апреле снизилась;"В апреле ограничительные меры по борьбе с пандемией оказали заметное сдерживающее влияние на деловую активность в российской экономике. Об этом говорится в очередном выпуске информационно-аналитического комментария «Экономика: факты, оценки, комментарии».
Сокращение выпуска продукции наблюдалось по широкому кругу видов экономической деятельности. Значимое снижение промышленного производства было связано преимущественно с уменьшением выпуска инвестиционных товаров. Оно стало результатом как сжатия спроса в условиях повышения неопределенности относительно перспектив развития российской и глобальной экономики и пересмотра инвестиционных планов многих компаний, так и приостановки работы многих предприятий в период действия режима нерабочих дней. Снижению выпуска способствовала в том числе нехватка комплектующих, также связанная с приостановкой деятельности ряда предприятий и нарушением производственных цепочек.
На рынке труда усилилась напряженность: возросла безработица, продолжилось увеличение неполной занятости. Уменьшилась и потребительская активность. Снижение спроса наблюдалось как в сегменте торговли товарами, так и в сегменте платных услуг населению.
Косвенные индикаторы указывают на снижение экономической активности и в мае. Сдержанный внутренний и внешний спрос останется весомым дезинфляционным фактором в предстоящие кварталы. В то же время, как показывают данные опросов, ожидания и населения, и бизнеса стали менее негативными. Смягчение ограничений экономической активности будет способствовать восстановлению доходов и улучшению потребительских настроений населения в ближайшие месяцы.";https://www.cbr.ru/press/event/?id=6809
1610;3 июня 2020 года;Пресс-релиз;Вышел очередной номер «Вестника Банка России»;"Вышел «Вестник Банка России» № 42 (2178) от 3 июня 2020 года.
В рубрике «Кредитные организации» размещены сводные статистические материалы по 30 крупнейшим банкам Российской Федерации по состоянию на 1 мая 2020 года.
В рубрике «Некредитные финансовые организации» опубликованы приказы Банка России:
от 01.06.2020 № ОД-871 о продлении срока деятельности временной администрации кредитного потребительского кооператива второго уровня «Центральная народная касса»;
от 01.06.2020 № ОД-874 о продлении срока деятельности временной администрации общества с ограниченной ответственностью Страховой компании «Орбита».
В номере представлены сводные данные по секторам финансового рынка, а также информационные сообщения Банка России.
В рубрике «Официальные документы» опубликованы:
Указание Банка России от 08.04.2020 № 5433‑У «О внесении изменений в Указание Банка России от 27 ноября 2017 года № 4623-У «О формах, сроках и порядке составления и представления в Банк России отчетности о деятельности, в том числе требованиях к отчетности по обязательному пенсионному страхованию, негосударственных пенсионных фондов» (вступает в силу с 1 апреля 2021 года; официально опубликовано на сайте Банка России 28.05.2020);
Указание Банка России от 13.04.2020 № 5437‑У «О неприменении приказа Федеральной службы по финансовым рынкам от 28 июня 2012 года № 12-52/пз-н «Об утверждении Порядка учета в реестре владельцев ценных бумаг залога именных эмиссионных ценных бумаг и внесения в реестр изменений, касающихся перехода прав на заложенные именные эмиссионные ценные бумаги» (вступает в силу по истечении 10 дней после дня его официального опубликования; официально опубликовано на сайте Банка России 28.05.2020);
Указание Банка России от 13.04.2020 № 5438-У «О неприменении отдельных нормативных правовых актов Федеральной комиссии по рынку ценных бумаг по вопросам предоставления информации по результатам маржинальных сделок» (вступает в силу по истечении 10 дней после дня его официального опубликования; официально опубликовано на сайте Банка России 28.05.2020).

При использовании материала ссылка на Пресс-службу Банка России обязательна.";https://www.cbr.ru/press/pr/?file=03062020_110000pr.htm
1611;2 июня 2020 года;Новость;Вступают в силу временные послабления в оценке активов НПФ и ПИФ;"Банк России разрешил негосударственным пенсионным фондам (НПФ) и управляющим компаниям (УК) временно — до 1 января 2021 года — не переоценивать в связи с волатильностью на рынках стоимость ценных бумаг в составе пенсионных средств и активов закрытых паевых инвестиционных фондов (ЗПИФ) для квалифицированных инвесторов. Это решение должно поддержать участников рынка на время пандемии коронавирусной инфекции и ограничить риски срочных продаж активов по сниженным ценам. Соответствующие указания регулятора зарегистрировал Минюст России, они вступают в силу 2 июня.
Указания касаются НПФ, государственной УК и частных УК Пенсионного фонда России, а также УК ЗПИФ для квалифицированных инвесторов. Эти участники рынка получили право при расчете стоимости чистых активов отражать стоимость ценных бумаг, приобретенных до 1 марта 2020 года, по справедливой стоимости, сложившейся на 1 марта 2020 года. Долговые ценные бумаги, купленные с 1 марта по 30 сентября 2020 года, можно отражать по справедливой стоимости, сложившейся на день их приобретения.
Если НПФ и УК захотят воспользоваться этими послаблениями, такое решение они должны принять до 30 сентября 2020 года.";https://www.cbr.ru/press/event/?id=6806
