0;1;2;3;4;5
501;26 июля 2021 года;Пресс-релиз;На сайте Банка России визуализирована статистика сектора «Домашние хозяйства»;"Новый материал, представляющий показатель сбережений сектора «Домашние хозяйства», фокусируется на наиболее значимых компонентах и тенденциях в динамике финансовых инвестиций и привлеченных средств населения. Он содержит графические данные и краткий комментарий динамики показателей, что дает заинтересованным пользователям дополнительные возможности для анализа и оценки поведения населения на финансовом рынке.
Материал будет выходить ежеквартально, сопровождая публикацию статистических данных о финансовых активах и обязательствах сектора «Домашние хозяйства».

При использовании материала ссылка на Пресс-службу Банка России обязательна.";https://www.cbr.ru/press/pr/?file=26072021_144500PR2021-07-26T14_41_28.htm
502;26 июля 2021 года;Пресс-релиз;Банк России изменяет обязательные резервные требования и устанавливает коэффициенты для расчета резервируемых обязательств;"Банк России с 1 октября 2021 года изменяет обязательные резервные требования и устанавливает коэффициенты для расчета резервируемых обязательств кредитных организаций одновременно со вступлением в силу Положения Банка России от 11 января 2021 года № 753-П «Об обязательных резервах кредитных организаций».
Для нейтрализации роста величины резервируемых обязательств, рассчитанных в соответствии с указанным Положением, нормативы обязательных резервов снижены:
на 0,25 п.п. по всем обязательствам в валюте Российской Федерации для банков с универсальной лицензией, небанковских кредитных организаций — до 4,5%;
на 3,75 п.п. по обязательствам перед юридическими лицами — нерезидентами в валюте Российской Федерации для банков с базовой лицензией — до 1,0%.
Иные нормативы обязательных резервов с 1 октября 2021 года установлены на действующем уровне:
1,0% — по обязательствам перед физическими лицами и иным обязательствам в валюте Российской Федерации для банков с базовой лицензией;
8,0% — по всем обязательствам в иностранной валюте для банков с универсальной лицензией, банков с базовой лицензией и небанковских кредитных организаций.
Одновременно в целях повышения возможностей для кредитных организаций по управлению своей ликвидностью Банк России принял решение о повышении коэффициента усреднения обязательных резервов для банков с базовой лицензией и банков с универсальной лицензией с 0,8 до 0,9.
Новые нормативы обязательных резервов и коэффициенты усреднения обязательных резервов будут применяться начиная с расчета размера обязательных резервов за октябрь 2021 года.
 
Для определения величины резервируемых обязательств кредитных организаций — участников операций репо и депозитных сделок с централизованным клирингом Банк России также принял решение о поэтапном установлении коэффициентов по этим операциям, применяемых по обязательствам в валюте Российской Федерации и в иностранной валюте:
0,15 — с 1 октября 2021 года (применение — начиная с расчета размера обязательных резервов за октябрь 2021 года);
0,3 — с 1 января 2022 года (применение — начиная с расчета размера обязательных резервов за январь 2022 года).
Размер корректировочного коэффициента, устанавливаемого в целях определения суммы обязательств кредитной организации перед другими кредитными организациями — резидентами по выпущенным долговым ценным бумагам, подлежащих исключению из состава резервируемых обязательств, оставлен без изменений — в размере 0,2.

При использовании материала ссылка на Пресс-службу Банка России обязательна.";https://www.cbr.ru/press/pr/?file=26072021_142700PR2021-07-26T14_20_54.htm
503;26 июля 2021 года;Новость;В июне ускорился рост ипотечного кредитования;"Портфель розничных кредитов банков в июне увеличился на 2,5% после 2,2% в марте—мае. Быстрее росла ипотека, вероятно, из-за стремления людей успеть взять кредит до изменения условий по основной льготной программе с 1 июля. Корпоративное кредитование, напротив, замедлилось до 0,4% после 1,1% в мае, что соответствует среднему уровню 2019 года.
Средства населения в банках за месяц умеренно выросли (0,4%) после оттока в мае, при этом сохранилась тенденция к их перераспределению со вкладов на текущие счета. В то же время депозиты юридических лиц сократились на 0,5% в основном в иностранной валюте.
Чистая прибыль сектора за июнь составила 204 млрд рублей (доходность на капитал — 22% в годовом выражении) — на 6% ниже, чем в мае.  Всего за первое полугодие 2021 года банки заработали 1,2 трлн рублей, что почти в два раза превышает результат первого полугодия 2020 года (630 млрд рублей), в основном благодаря росту бизнеса и меньшим расходам на резервы.
Более подробные сведения представлены в информационно-аналитическом материале «О развитии банковского сектора Российской Федерации в июне 2021 года».
 
Презентация Александра Данилова на брифинге 26 июля о развитии банковского сектора в первом полугодии 2021 года";https://www.cbr.ru/press/event/?id=11081
504;26 июля 2021 года;Новость;Банки не должны автоматически «подписывать» клиентов на открытие брокерских счетов;"Банк России рекомендует не использовать договоры банковского обслуживания, в которых заранее проставлено согласие клиента на открытие брокерского счета и услуги депозитария. Об этом говорится в информационном письме регулятора.
Некоторые кредитные организации при заключении договоров банковского обслуживания стали автоматически «подписывать» граждан на открытие брокерских счетов. Для этого применяется единая форма документа (заявления, анкеты): клиент расписывается один раз и принимает сразу все условия, не имея выбора. В итоге, обратившись в банк, например, для выпуска карты или открытия вклада, он может стать обладателем брокерского счета, даже если не планировал торговать на бирже. Многие клиенты недостаточно внимательно изучают документы перед подписанием и узнают об этом только после звонков и писем от связанного с банком брокера. При этом нет гарантий, что брокер или депозитарий не начнут взимать комиссии, даже если счета не используются.
Банк России рекомендует при применении единой формы документа дать гражданам возможность выбора интересующих их услуг, а также дополнительно информировать клиентов о возможности отказаться от некоторых из них.";https://www.cbr.ru/press/event/?id=11080
505;26 июля 2021 года;Новость;28 июля в 11:30 состоится онлайн-пресс-конференция по Основным направлениям развития финансового рынка на ближайшие три года;"В пресс-конференции примет участие первый заместитель Председателя Банка России Сергей Швецов.
Трансляция пресс-конференции будет доступна на сайте и официальной странице Банка России в  Facebook, а также на нашем YouTube-канале.
Аккредитация журналистов для участия в пресс-конференции продлится до 18:00 27 июля по адресу media@cbr.ru.";https://www.cbr.ru/press/event/?id=11078
506;23 июля 2021 года;Пресс-релиз;Банк России изменил порядок определения процентной ставки в рамках механизмов поддержки кредитования субъектов МСП;"Банк России с 26 июля 2021 года будет устанавливать процентную ставку по своим кредитам в рамках механизмов поддержки кредитования субъектов малого и среднего предпринимательства (МСП) в размере, равном ключевой ставке Банка России, уменьшенной на 1,50 процентного пункта.
С 23 марта 2020 года эта ставка была установлена в фиксированном размере 4,00% годовых.
Изменение порядка определения процентной ставки сохранит текущий уровень льготности этих механизмов неизменным (текущий фактический спред между ставкой по указанным механизмам и действующей ключевой ставкой также составляет 1,50 процентного пункта). В дальнейшем Банк России может пересмотреть указанный порядок, а также иные параметры данных механизмов с учетом складывающихся и прогнозируемых денежно-кредитных условий в экономике.
Процентная ставка по кредитам Банка России, ранее предоставленным в рамках механизмов поддержки кредитования субъектов МСП, не изменяется.

При использовании материала ссылка на Пресс-службу Банка России обязательна.";https://www.cbr.ru/press/pr/?file=23072021_174500PR2021-07-23T17_40_54.htm
507;23 июля 2021 года;Пресс-релиз;Информация о деятельности временной администрации АО «МАЙКОПБАНК»;"Временная администрация1 по управлению кредитной организацией АО «МАЙКОПБАНК» (далее — Банк) по результатам обследования Банка установила наличие признаков вывода активов путем кредитования заемщиков, имеющих сомнительную платежеспособность либо заведомо не обладающих способностью исполнить свои обязательства.
По оценке временной администрации, стоимости активов Банка недостаточно для выполнения обязательств перед кредиторами.
В связи с наличием у Банка России обоснованного предположения об осуществлении должностными лицами Банка финансовых операций, имеющих признаки уголовно наказуемых деяний, Банком России направлена информация в Генеральную прокуратуру Российской Федерации и Следственный департамент Министерства внутренних дел Российской Федерации для рассмотрения и принятия соответствующих процессуальных решений.
1 Временная администрация по управлению кредитной организацией назначена приказом Банка России от 02.04.2021 № ОД-537 с 02.04.2021.
При использовании материала ссылка на Пресс-службу Банка России обязательна.";https://www.cbr.ru/press/pr/?file=23072021_170000IKN23072021_161928.htm
